MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,PavedDrive,PoolQC,Fence,MiscFeature,SaleType
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,NA,None,TA,CBlock,TA,Gd,No,Unf,GasA,TA,Y,SBrkr,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,NA,None,TA,CBlock,TA,TA,Av,BLQ,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,Unf,GasA,Gd,Y,SBrkr,Typ,TA,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,Hip,CompShg,VinylSd,NA,BrkFace,TA,PConc,Ex,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,NA,BrkFace,TA,CBlock,Gd,TA,Gd,LwQ,GasA,Ex,Y,SBrkr,Min1,NA,Attchd,RFn,TA,Y,NA,MnPrv,NA,CWD
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,Mn,ALQ,GasA,TA,Y,SBrkr,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,NA,BrkFace,Gd,CBlock,TA,TA,No,ALQ,GasA,Gd,Y,SBrkr,Typ,TA,BuiltIn,Fin,TA,Y,NA,NA,Shed,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,NA,Stone,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,IR1,HLS,AllPub,Inside,Mod,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,NA,None,TA,PConc,Gd,TA,Gd,GLQ,GasA,Gd,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,NA,None,TA,CBlock,Gd,TA,Mn,BLQ,GasA,TA,Y,SBrkr,Typ,Gd,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,Gd,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,BrkFace,TA,BrkTil,Gd,TA,Av,GLQ,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,MetalSd,NA,BrkFace,TA,PConc,TA,TA,No,Unf,GasA,Gd,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,No,Unf,GasA,Gd,Y,FuseA,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,NA,None,TA,Slab,NA,NA,NA,NA,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,Stone,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,Gd,Y,SBrkr,Typ,NA,2Types,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,NA,Stone,TA,CBlock,TA,TA,No,BLQ,GasA,Gd,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,NA,Stone,TA,PConc,Ex,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,NA,None,TA,CBlock,TA,TA,Gd,ALQ,GasA,TA,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,Gd,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,NA,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,NA,None,Fa,BrkTil,Fa,Fa,No,Unf,GasA,TA,N,SBrkr,Typ,Gd,Detchd,Unf,Fa,N,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,PConc,Gd,Gd,No,Unf,GasA,Gd,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,Stone,TA,PConc,Ex,Gd,Av,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,New
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,GLQ,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,BrkFace,TA,CBlock,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
FV,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,NA,None,TA,PConc,Gd,TA,Mn,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,NA,NA,NA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,CBlock,TA,TA,No,BLQ,GasA,Gd,Y,SBrkr,Min1,Fa,Attchd,Fin,TA,Y,TA,GdPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,WdShing,NA,BrkFace,TA,PConc,Ex,TA,Av,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,NA,None,TA,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,FuseA,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
C (all),Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,NA,None,TA,BrkTil,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,N,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,NA,BrkFace,TA,PConc,Ex,TA,Gd,Unf,GasA,Ex,Y,SBrkr,Typ,Ex,Attchd,Fin,TA,Y,NA,NA,NA,New
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,NA,None,TA,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,Fa,Y,NA,NA,NA,ConLI
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,NA,Stone,TA,PConc,Gd,Gd,Av,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,MnPrv,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,NA,None,TA,BrkTil,Fa,TA,No,LwQ,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,Fa,N,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,BrkFace,Gd,CBlock,TA,TA,Mn,Unf,GasA,Gd,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,Grvl,None,Gd,CBlock,TA,TA,No,Rec,GasA,Ex,Y,FuseF,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,NA,BrkFace,Gd,CBlock,TA,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,MnWw,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,NA,BrkFace,TA,PConc,Ex,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,None,TA,CBlock,Gd,TA,Mn,LwQ,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Gd,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,NA,BrkFace,TA,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,GdWo,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,Av,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,GdPrv,Shed,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,BrkFace,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,Mn,BLQ,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,NA,None,TA,BrkTil,TA,TA,No,ALQ,GasW,TA,N,SBrkr,Maj2,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,NA,BrkFace,TA,CBlock,TA,Fa,No,LwQ,GasA,TA,N,FuseA,Mod,NA,Detchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,TA,N,FuseF,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,None,Gd,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,TA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,Av,ALQ,GasA,TA,Y,SBrkr,Typ,Fa,Detchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,BrkTil,TA,TA,No,Unf,GasA,TA,Y,FuseA,Typ,NA,Detchd,Unf,TA,P,NA,NA,Shed,WD 
RL,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Av,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,NA,None,Ex,CBlock,TA,TA,No,BLQ,GasA,TA,Y,FuseA,Typ,NA,Detchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Gd,Y,SBrkr,Typ,TA,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,NA,None,TA,CBlock,TA,TA,No,LwQ,GasA,Ex,Y,SBrkr,Typ,Gd,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Fa,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,NA,None,TA,CBlock,Gd,TA,Av,ALQ,GasA,TA,Y,SBrkr,Typ,Po,Attchd,Unf,TA,Y,NA,NA,NA,WD 
FV,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Ex,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,NA,Stone,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,Gd,PConc,Gd,TA,No,GLQ,GasA,Gd,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,GdPrv,NA,WD 
RL,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,NA,None,TA,PConc,Gd,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Ex,TA,Av,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,NA,None,TA,BrkTil,TA,TA,No,ALQ,GasA,Ex,Y,FuseA,Typ,Gd,Attchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,MnPrv,NA,COD
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,None,TA,CBlock,TA,Gd,Gd,GLQ,GasA,TA,Y,FuseA,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,None,TA,CBlock,TA,TA,No,LwQ,GasA,Gd,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,Gd,Y,SBrkr,Typ,Fa,Attchd,RFn,TA,Y,NA,MnPrv,Shed,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,NA,None,TA,Slab,NA,NA,NA,NA,GasA,TA,Y,SBrkr,Typ,NA,CarPort,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,NA,None,Gd,PConc,Gd,Gd,No,ALQ,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,RFn,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,Grvl,None,TA,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,N,NA,GdWo,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,None,TA,CBlock,NA,NA,NA,NA,GasA,Gd,Y,SBrkr,Typ,NA,Attchd,Unf,Fa,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,NA,Stone,TA,PConc,Ex,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Stucco,NA,None,TA,CBlock,NA,NA,NA,NA,GasA,Gd,N,FuseF,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,MetalSd,NA,None,TA,BrkTil,Ex,TA,No,Unf,GasA,Fa,Y,SBrkr,Min1,Gd,Detchd,Fin,TA,Y,NA,NA,NA,WD 
